id,essay_prompt,authorship,class_type,grade_letter,gptzero_label,gptzero_ai_percent,contentdetector_label,contentdetector_ai_percent,sapling_fake_percent,copyleaks_ai_percent
21674,"in short essay format for each answer the following: 1. Was Bush’s invasion performative or preventive? Your response should clearly explain the concept and logic of each type of war and use specific evidence to support your argument. Given your answer, what, if anything, could Iraq have done to avoid war? Separate from your argument thus far, which type of war (performative or preventive) would be most consistent with the principles of the Bush Doctrine? Be precise. 2.  How does the domestic distributive politics differ for aid and trade? Who lobbies for aid distribution and for trade protection? Who is the target of lobbying on aid and trade and what does that tell us about the inter-branch balance of power over foreign policy, historically and today?  Is “America First” compatible with a policy designed to “win” the competition between the US and China? Be sure to explain what winning means in the readings and how that relates to the three broad pillars of recurring US foreign policy interests. What are the distinct motivations behind the US using export controls vs. tariffs in its competition with China?  Is America polarized on foreign policy? Is the polarization, to the extent it exists, larger at the elite or mass level? Explain and support your answers. How does your answer on elite/mass distinctions affect the potential (in)coherence of US foreign policy? What parts of US nuclear non-proliferation strategy have been affected by polarization and what parts have not?",AI-generated,History,,Mixed,32,Likely Human,17,100,100
15443,What does Schlick mean when he defines reality,Entirely written by me,Ethics,A,Human,33,Likely Human,41,71.7,0
22519,Writing an essay on reparations and how the lack of them lead to modern day issues.,"Partly written by me, partly by AI",History,A,Human,35,Likely AI,94,55,100
22961,We want to forecast the US unemployment rate for the upcoming year. This is important for us as many of us will be entering the workforce in the near future and should know what the future job market’s status will be like.,"Partly written by me, partly by AI",Other,A,Mixed,38,May Have AI,64,61.4,38
7289,"Choose a Broadway dance number and write an expanded DVA
(Dance Viewing Assignment).","Partly written by me, partly by AI",Other,B,Human,39,Likely Human,43,100,100
7536,"Choose one communication concept (e.g., communication apprehension, power, uncertainty, expectancy violations). Explain the concept using a scholarly article, then analyze a media scene and a personal experience using the five contexts",AI-generated,Other,A,Human,42,Likely AI,86,94.5,100
7837,"Is It Ethical to Use Genetic Engineering to Prevent Heritable Diseases?** Advances in genetic technologies allow parents to prevent or edit out certain heritable diseases before a child is born. Supporters argue this reduces suffering, while critics worry about “designer babies,” inequality, and interfering with nature. In an essay of no more than 500 words, evaluate whether it is morally permissible for parents to use genetic engineering to prevent serious hereditary illnesses. Address both the potential benefits and ethical risks, and defend the conditions under which, if any, such interventions are justified.",AI-generated,Other,,Mixed,44,Likely Human with AI,52,100,100
16430,Speak about something important in your life,Entirely written by me,Other,,Mixed,44.46,Likely Human,0,96.9,84
12169,This was a research style paper on situational awareness in humans and AI,Entirely written by me,Technology,B,Mixed,46,Likely Human,50,11,100
7762,"write an essay answering these questions from a human POV, Include psychological ideas from social phycology chapter and Personality chapter. How have you found yourself conforming, or perhaps “conforming to nonconformity” this week? How have you been influenced by group polarization on social media recently? In what ways have you seen others identifying themselves with those of the same culture or subculture?",AI-generated,Other,B,Human,47,Likely AI,100,100,100
8380,Analysis of an Alternate Approach of Solving Drunk Driving,"Written by me, but grammar was corrected by AI",Other,A,Mixed,47.87,May Have AI,66,98.7,89
24493,"Choose an object of your choice, and write about its significance and history.",AI-generated,Other,A,Mixed,52,Likely AI,76,92.2,100
13521,The effect of temperature on Heart Rate,Entirely written by me,Other,A,AI,52,Likely AI,91,91.4,100
2384,"Write a close reading of Sharon Olds’ poem ‘The Talk.’ Analyze how Olds uses imagery, symbolism, and narrative perspective to portray the emotional conflict and transformation of the daughter. Focus on how specific literary devices develop the poem’s themes of identity, adolescence, and human struggle","Partly written by me, partly by AI",English,A,Mixed,52,May Have AI,75,99,100
25123,Discussing the policies for african americans in the civil war,AI-generated,History,A,Mixed,53,May Have AI,20,23,74
8451,Credit Bureau and Fico Scores,AI-generated,Economics,A,Mixed,58,May Have AI,61,70,64
13049,Speak about something in your life that has impacted you,Entirely written by me,Other,,Mixed,59.56,Likely Human,0,1.9,91
12433,Briefly outline the Little Albert psychology experiment and its implications.,Entirely written by me,Other,A,Mixed,60,Likely Human with AI,57,6,0
17136,Life is not fair,"Partly written by me, partly by AI",English,B,Mixed,65,Likely AI,80,85.6,0
2719,Teaching statement,Entirely written by me,Other,A,Mixed,65,Likely Human,45,92,100
19665,"Write a 1000 word essay on the effects of climate change in the upcoming century, reference scientific articles and write as if you were a college student, do not use em dashes",AI-generated,Other,,AI,71,Likely Human,26,4,100
13300,"Analyze the ethical, legal, and social risks of AI surveillance in schools and propose evidence-based solutions.",AI-generated,English,B,Mixed,73,Likely Human,83,100,100
7227,Write an analysis for my code (predictive model) analyzing the results and visuals),AI-generated,Technology,A,Mixed,75,Likely AI,92,98,100
28493,Write about an important mathematical historical figure,"Partly written by me, partly by AI",History,A,AI,77.2,May Have AI,67,99.9,83
10882,"write a essay about "" Violent video games increase violence in real life""",AI-generated,Ethics,,Mixed,82,Likely AI,81,100,100
9908,"At the start of the 19th century, American republican ideals rested on a firm foundation of individual property rights and the freedom of independent producers (farmers and artisans). But slavery, civil war and the transformations taking place in the workplace—much of it due to rapid industrialization—fundamentally changed our understanding of American republicanism.  The rapid transformations and reinterpretations of republicanism were often fought out in the workplace and political arena.   You job is to explain:  Why the early 19th century artisan/farmer republican ideals were increasingly out of step with the realities of the mid-to-late 19th century industrial workplace; and How the tensions between worker republicanism (or what we have referred to as “labor republicanism”) and employer republicanism were expressed over time and at least temporarily settled by the end of the 19th century.",AI-generated,History,,AI,84,Likely Human,34,99.5,100
24687,Write about a worldview analysis of your background,"Partly written by me, partly by AI",Other,A,AI,88.5,Likely AI,83,94.5,93
29175,Preschool for All,"Partly written by me, partly by AI",Ethics,B,Mixed,89,Likely AI,54,100,68.9
6616,Write an obviously AI generated essay,AI-generated,Other,,AI,90,Likely AI,95,100,90
11980,Write about the impact on the world if New york city disappeared,"Partly written by me, partly by AI",History,,AI,91,Likely Human with AI,68,100,100
21801,"Write a news-style article summarizing expert perspectives on an
important modern issue.","Partly written by me, partly by AI",English,A,AI,91,Likely AI,63,16.7,100
4647,"an essay about Comparing Pre-Colombian Pueblo and Iroquois,",AI-generated,History,,AI,92,Likely Human,38,99.7,100
10612,Impact of the two party system on america,AI-generated,History,,AI,93,Likely Human,45,99,100
25087,"write a essay about how rutgers should be considered a ivy school , cause its better then princeton",AI-generated,Technology,,AI,93,Likely Human,0,73,100
15741,write an essay on the increase in consunmer demand for raw materials since 2020,,Economics,,AI,93,May Have AI,71,100,100
26352,Generate an obviously AI essay,AI-generated,Other,,AI,95,Likely AI,95,95,100
8057,"Choose a recent scientific article about a new discovery (such as a fossil find, ecological study, or evolutionary insight). Summarize the article’s main points, explain why the discovery matters, and connect it to concepts discussed in class","Partly written by me, partly by AI",Other,A,AI,96,Likely Human with AI,59,99.6,100
2723,Writing an essay about the theory of Taylorism,"Written by me, but grammar was corrected by AI",History,,Mixed,96,May Have AI,34,2,100
2618,"Write two 400–600 word essays. Essay 1: Pick one dualist argument discussed in class that the physicalist responds to using the sense vs. reference distinction. Explain the argument, explain sense/reference, show how the physicalist uses that distinction to reply, and say whether the reply actually defeats the argument. Essay 2: Pick one philosophical position from class that was challenged by a counterexample. Explain the position, explain the counterexample, show how it’s supposed to undermine the position, and say whether you think it succeeds. Keep explanations clear, accurate, concise, in your own words, with only the concepts relevant to the argument. No quotes, no fluff, just reasoning.","Written by me, but grammar was corrected by AI",Ethics,A,AI,97,Likely Human,19,69.2,100
10421,Give me an essay on the current state of the Energy Crisis in America,AI-generated,Other,,AI,98,May Have AI,51,99,100
8539,Students should work with theoretical sources and case studies to develop a valid response to their own research question. They should also be encouraged to work with counter evidence and/or counterarguments.,"Partly written by me, partly by AI",English,C,AI,98,Likely Human,50,100,100
1427,an essay about Comparing Pre-Colombian Pueblo and Iroquois,AI-generated,History,,AI,99,May Have AI,75,100,100
482,"At Homestead and many other industrial workplaces of the late 19th century, skilled workers held firm to protecting their autonomy. In fact, as noted in your textbook, the workers at Homestead believed the facility belonged to them as much as it did to Andrew Carnegie. Based on your readings, to what extent did the workers have control of these massive industrial facilities and on what basis did they define their autonomy and control over the work? Why were workers so resistant to employer initiatives that violated or threatened their [worker] autonomy? Why did they think it was worth striking and literally dying for?",Entirely written by me,History,B,AI,99,Likely Human,50,1,100
11070,Discuss how one social media platform can impact careers and professional development.,AI-generated,Other,,AI,99,Likely AI,81,100,100
25660,Explain how a current global event is portrayed by the media and analyze sources covering the event.,"Partly written by me, partly by AI",Other,B,AI,99,Likely Human,10,100,100
2165,Explain the history of America,AI-generated,History,,AI,99,Likely AI,100,80,70
1142,history of music streaming,AI-generated,History,,AI,99,Likely Human,0,100,100
25454,How AI will have affected us in 20 years,AI-generated,Technology,,AI,99,Likely Human,25,100,100
27359,How to fix the economy,AI-generated,Economics,,AI,99,Likely AI,88,100,100
9697,I would like an essay about the fall of Ancient Egypt,AI-generated,Other,,AI,99,Likely AI,70,99,100
21654,Is space exploration worth the cost?,AI-generated,Other,,AI,99,Likely AI,78,88.4,100
20169,"n history, a vast number of treaties, inventions, and political appointments have shaped the modern world. Pinpoint one specific, non-military decision made by an individual or small group, that had the greatest consequence for society today",AI-generated,History,,AI,99,Likely Human,25,100,100
11619,Pick a relevant topic from class and provide a solution to an everyday problem using that topic.,AI-generated,Other,,AI,99,Likely Human,29,99,100
22055,There are arguments that the American government has not sent more people to the surface of the moon because we simply do not have the technical experts necessary to do so anymore. That the people responsible for our mid-century space program were the foremost Nazi scientists and engineers. Our home-grown engineers fall short of the task. Take the position either for or against and argue it. 1000-2000 words.,AI-generated,Other,,AI,99,Likely Human,0,100,100
10071,"Write a five-page paper that addresses the question of whether reparations will, finally, serve justice. Be specific about the particular losses that must be compensated and the form those reparations should take. Include references to specific events in the past and deadlines for reconciliation in the present and future. In your response, be  sure to base your claims on materials read in the assigned readings (you do not need to read additional sources for this assignment.",AI-generated,History,,AI,99,Likely Human with AI,57,99.8,100
7588,3 paragraph essay on philosopher Rene Descartes,AI-generated,Ethics,,AI,100,Likely Human,0,100,100
15892,5 paragraph essay on climate change,AI-generated,Other,,AI,100,May Have AI,61,99.8,100
17838,Accessibility Essay,Entirely written by me,English,B,AI,100,Likely Human,33,98.8,0
21748,Analyze the treatment of African Americans during segregation,AI-generated,Other,,AI,100,May Have AI,71,100,100
7457,Analyze your results from the Leadership Skills Questionnaire and explain the three leadership skill areas.,AI-generated,Ethics,A,AI,100,Likely AI,89,100,100
9622,Black holes,AI-generated,Other,,AI,100,Likely Human,9,99.9,100
1128,Blood Pressure at diffrent Orthostatic pressure,"Partly written by me, partly by AI",Other,B,Mixed,100,Likely AI,84,99.9,100
4718,Build off the NJSLS standard for grade 12 content area and describe a educational app that would be effective for that standard. How can this app help students achieve understanding of this standard? What are some of the benefits and concerns to using devices/apps in and outside the classroom?,AI-generated,Technology,,AI,100,Likely Human,0,100,100
27565,"Considering the video evidence given on her @what_about_bunny TikTok channel, should we think that Bunny is intelligent or not? Articulate specific, observed behavioral evidence, and explain how that evidence, in concert with some claims about what intelligence is or how we could observe it, leads to your conclusion.",AI-generated,Other,,AI,100,Likely AI,100,99.9,100
7152,"Discuss whether increasing the minimum wage would help or harm minimum-wage workers. Use evidence from sources—such as documentaries, economic research, and motivational theory—to explain the economic and human impacts of minimum wages. Consider both sides of the debate and propose what you believe is the best approach to supporting low-wage workers",AI-generated,Ethics,A,AI,100,Likely Human with AI,68,99,0
17009,"Do Individuals Have a Moral Duty to Boycott Unethical Companies?** Many companies engage in practices such as exploiting labor, harming the environment, or supporting oppressive governments. Some argue that consumers have a moral duty to boycott such companies, while others contend that individual choices make little difference or unfairly burden consumers. In up to 500 words, argue whether individuals have an ethical obligation to avoid supporting companies with harmful or unjust practices. Consider issues such as collective responsibility, personal cost, and the effectiveness of consumer action.",AI-generated,Other,,AI,100,Likely Human with AI,57,100,100
13274,Essay on Berkeley's philosophy,"Written by me, but grammar was corrected by AI",Ethics,,AI,100,Likely Human with AI,33,99.9,100
21168,Evaluate Berkeley's argument on the Principles of Human Knowledge,"Partly written by me, partly by AI",Ethics,,AI,100,May Have AI,72,100,100
5130,Explain how Mount Cameroon’s volcanic activity affects the environment and the daily lives of people living in nearby towns.,AI-generated,Other,,AI,100,Likely AI,78,100,100
5534,Explain the ethical concerns of the commercialization of artificial intelligence.,AI-generated,Ethics,,AI,100,Likely AI,90,100,100
10452,"Explain why you are interested in the Research Assistant position and how your academic background, skills, and career goals make you a strong fit for this project.","Partly written by me, partly by AI",Other,,AI,100,May Have AI,66,100,70
10914,"Fixed Income Strategy Review Background: A Teachers' Retirement fund manages $18 billion in assets for 75,000 active and retired educators. The fund's current fixed income allocation (45% of total portfolio) consists of: U.S. Treasuries: 40% & Investment Grade Corporate Bonds: 60%.  The Investment Committee must decide on its fixed income strategy for the next 12-24 months.  Strategic Options Under Consideration Option A: ""Domestic Quality Focus"" - Based on Bank of America's view to maintain neutral positioning and focus on duration extension in high-quality U.S. bonds (Increase Treasury allocation, extend duration, reduce credit risk) Option B: ""Global Yield Enhancement"" - Following JP Morgan's recommendation to pursue international opportunities with currency hedging (Add international bonds (hedged), maintain credit exposure, diversify globally  Your Assignment As a fixed income analyst, prepare a recommendation memo (600-800 words) that recommends one strategy.",AI-generated,Other,,AI,100,Likely Human,19,100,100
17919,"For this assignment, from the readings of Tom Paine and Revolutionary America (Module 5) and Sean Wilentz's Metropolitan Industrialization (Module 9), explain the nature of traditional artisan work and how the bastard bastard artisan system affected artisans' skills and their standard of living.",AI-generated,History,B,Human,100,Likely Human,30,100,0
15747,Give me an essay on the moon landing and its prevelance to modern day scientific advancement,AI-generated,Other,,AI,100,Likely AI,71,99,100
22720,Give me an essay on the solutions for Energy Solution given Data Center Buildout in America,AI-generated,Other,,AI,100,May Have AI,51,99,100
13202,How did the Titanic reshape maritime safety regulations?,AI-generated,History,,AI,100,May Have AI,64,88,100
19307,How Do Space and Design Represent Louis Vuitton?,AI-generated,Other,,AI,100,May Have AI,60,100,100
26715,How does office design affect worker productivity and what are the aspects that should be taken into account when designing an office in order to maximize employee comfort and productivity?,AI-generated,English,,AI,100,May Have AI,68,99.8,100
22719,"How does the ""male gaze"" continue to shape the representation of women and power
dynamics in modern film culture (Hollywood)?",AI-generated,English,A,AI,100,Likely Human,38,99.5,100
1861,How pollution effects the modern day lifestyle,AI-generated,History,,AI,100,Likely AI,90,100,100
16359,How technology will change over the next 5 years,AI-generated,Technology,,AI,100,Likely Human,50,100,100
11773,"Identify a ""default"" setting, habit, or social norm (e.g., infinite scrolling on social media, the five-day work week, the use of passive voice in academic writing, using cash vs. card) that is so deeply ingrained it is rarely questioned.",AI-generated,Other,,AI,100,Likely Human,0,100,100
16594,Is AI moving too fast?,AI-generated,Other,,AI,100,Likely AI,100,100,100
8243,Is Diet Soad bad for you?,AI-generated,Other,,AI,100,Likely AI,100,100,100
26243,"make this in an essay format to submit: In recent years, there have been growing calls to ban the use of facial recognition in the U.S., due to ongoing concerns about discrimination, privacy, and civil liberties. Some states (e.g., Maine Links to an external site.) and cities (e.g., San Francisco Links to an external site.) have banned the use of facial recognition by law enforcement and government agencies except in select circumstances, while other localities have considered but not implemented such bans.  In this case study, your assignment is to use concepts and materials from class and your own research to 1) describe the basic contours of the debate about whether law enforcement should be banned from using facial recognition algorithms, and 2) take an informed position on the debate. While facial recognition is increasingly used by private companies as well as government agencies (and Congressional legislation has been proposed to curb private use), this case study asks you to specifically focus on the use of facial recognition by law enforcement and other government agencies.  Step 1: Do some research about bans on facial recognition and the arguments for and against them. Focus your research on two areas:  Find at least two reputable media articles with more information about proposed and/or implemented facial recognition bans.  Find at least two scholarly sources that address the issues at stake. For example, relevant scholarly sources could be academic articles that explain how facial recognition technology works, describe some of the issues that have arisen (e.g., mismatches leading to erroneous arrests, disparate levels of accuracy for people of different races, ethnic groups, and genders, etc), and/or theorize the broader ethical issues raised by facial recognition, including discriminatory impacts, government surveillance, civil liberties, and privacy.  Step 2: Drawing on the sources you find AND material from class, write a short essay that reflects on facial recognition from a policy perspective.  Your memo should be 800-1000 words (not including references). Make sure to cite all your sources!  Your essay must contain the following components:  Begin with a brief (i.e., 1-2 paragraphs) description of facial recognition technology and the controversy around the use of facial recognition by law enforcement. Be sure to answer the following questions: [2 points (.5*4)] In broad strokes (you do not have to get extremely technical), describe how facial recognition algorithms work. [.5 points] In cities and states where law enforcement agencies are using facial recognition, how are they doing so? For what purposes? [.5 points] In cities and states that have banned the use of facial recognition algorithms by law enforcement, what are some of their stated reasons for doing so? [.5 points] In cities and states that have banned the use of facial recognition by law enforcement with some exceptions, what are the exceptions (i.e., the circumstances in which law enforcement is permitted to use facial recognition)? [.5 points] Once you have described the debate around facial recognition, the remainder of your essay should take a position for or against banning the use facial recognition systems by law enforcement. Your position must be an informed one: that is, you are not simply stating your opinion, but making a persuasive argument in favor of your position that is supported by evidence and concepts from class and from your own research. If you take a position that is somewhere in between for and against (e.g., “law enforcement should be prohibited from using facial recognition algorithms except in XYZ circumstances,” or “law enforcement should only be permitted to use facial recognition algorithms that meet XYZ fairness and accuracy criteria”), make sure you spell out what the special circumstances or particular criteria you are advocating for, and why. The more specific, the better!",AI-generated,Technology,,AI,100,May Have AI,67,99.6,100
10478,"Plants take up most of their water via their roots, and it is moved in the plant through an elaborate plumbing system. Do you think desert plants (those plants that are experiencing low rainfall) have deep or shallow roots? Explain.",AI-generated,Other,,AI,100,Likely Human with AI,54,99,100
22692,Prison conditions,AI-generated,Other,,AI,100,Likely AI,92,100,100
26335,Radical Reconstruction,"Partly written by me, partly by AI",History,,AI,100,Likely Human,5,8.8,0
2109,"Research what new features were included in Microsoft Server 2022 operating system, pick one new feature or improvement and write a one-pager describing this feature and why it is important or useful.  Include at least 1 reference.",AI-generated,Technology,,AI,100,Likely AI,78,100,100
5528,Russian history,AI-generated,History,,AI,100,Likely Human,18,99.4,100
13117,"Should AI be integrated in schools, or not? Why?",AI-generated,Technology,,AI,100,Likely Human,0,99,100
18381,Should social media platforms be allowed to use personalized algorithms to shape what users see?,AI-generated,Other,,AI,100,Likely AI,96,100,100
15216,"Suppose that the defenders of the Vedic authorlessness thesis are correct. Even if that were so, could we, positioned as we are, be epistemically entitled to believe the claims in the Vedas? Argue and explain (in part) by applying Hume’s arguments, citing specifically (by paragraph #). Come to a clear determination one way or the other.",AI-generated,Other,,AI,100,Likely AI,100,100,100
12591,Tell me about fMRI. What does it measure? What can it tell us about the mind? What can't it tell us? What else do we need to know to fill in the gaps?,"Partly written by me, partly by AI",Other,A,AI,100,Likely AI,75,1.8,100
16202,The Evolving Landscape of Artificial Intelligence,AI-generated,Technology,,AI,100,Likely AI,76,100,100
8446,"There is so much being said about artificial intelligence these days. In order to understand this latest wave of AI, it is important to know how it works and why this moment is different from developments in the past. WSJ science reporter Eric Niiler joins host Zoe Thomas for the first installment of Tech News Briefing’s special series Artificially Minded. New episodes drop every Monday in April. Photo: Josep Lago/Getty Images What is an algorithm? Role of data & patterns plays in machine learning? Large Language model? How is it similar to copy & paste in word? What are the Issues that need to be addressed in the PCCC facial recognition system being proposed? If a facial recognition system feature is added to the Amazon robotics system, what are the issues that would be needed to e addressed?. Conclusion – The impact of AI on society, now and into the future.","Partly written by me, partly by AI",Technology,A,AI,100,Likely Human,40,98.5,100
5439,To what degree does appearance determine who we are?,AI-generated,English,,AI,100,May Have AI,63,100,100
7355,"We have seen recently with the Democratic sweep in 2025 disparate candidates win on the Democratic side. Zohran Mamdani and Katie Wilson on the left-wing side, and Mikie Sherrill and Spanberger on the moderate/centrist side. It's said the unifying message was their emphasis on affordability. Either argue for or against on this point, and if you take the opposing view, you must put forth your own explanation and defend it. Your essay must be 1000 to 2000 words long.",AI-generated,Other,,AI,100,Likely Human,23,99,100
4531,What are the economic implications of the 2013 Rana Plaza disaster in Bangladesh?,AI-generated,Other,,AI,100,Likely Human,33,100,100
11795,What conflicts exist within the economy of Baton Rouge?,AI-generated,Other,,AI,100,May Have AI,70,100,100
7179,What impact did the Louisiana Purchase have on American expansionism in the 19th century?,AI-generated,History,,AI,100,Likely Human,44,98.9,100
8077,What is the history of antisemitism in Eurasia?,AI-generated,History,,AI,100,Likely Human,0,100,100
18079,What is the impact of technology on education,AI-generated,Technology,,AI,100,Likely Human,48,99,100
23695,what is the importance of environmental conservation?,AI-generated,Other,,AI,100,Likely AI,80,99.9,100
25132,"Why Hiking Still Matters in a Busy, Complicated World",AI-generated,Other,,AI,100,Likely Human with AI,53,100,100
5772,Why is cheating is morally wrong,AI-generated,Ethics,,AI,100,May Have AI,60,100,100
4519,Why is Lebron the GOAT,AI-generated,Other,,AI,100,Likely AI,92,100,100
16536,Why is math good for children?,AI-generated,History,,AI,100,Likely AI,84,100,100
13806,"write a 1000 word essay on the benefits of owning a pet. make it sound very authentic, as it is being written for an english class by a college student. include pros and cons, and give suggestions for different pets.",AI-generated,English,A,AI,100,Likely Human with AI,55,100,100
6651,"Write a 250–500 word reflection comparing two types of readings: (1) ethnographic/cultural readings like funds of knowledge that focus on students’ cultures and individuality, and (2) cognitive-science readings like information processing, ICAP, and expert–novice differences that claim universal learning principles. Discuss whether these approaches complement each other, contradict each other, or both. Reference specific ideas from the readings.","Partly written by me, partly by AI",Other,A,AI,100,Likely Human,33,25,100
20206,"Write a 250–500 word reflection connecting Daniel Pink’s TED talk on intrinsic vs. extrinsic motivation to two course readings on how people learn. Explain how Pink’s ideas relate to concepts from those readings (e.g., instrumental vs. relational understanding, funds of knowledge, information processing, or self-regulated learning). Reference specific ideas or quotes from the readings and clearly link them to points from Pink’s talk","Written by me, but grammar was corrected by AI",Ethics,A,AI,100,Likely AI,45,99,100
18524,"write a 300-to-400-word double-spaced essay in 12-point font in response to the following questions:      Why did the leaders and members of the Marine, Cooks, and Stewards Union insist on having a union that welcomed Black, Asian, gay, and communist workers in the 1930s?  Why was such unity important to them?      How did MCS members combat “red-baiting,” “race-baiting,” and “queen-baiting” from employers, customers, and the Sailors Union of the Pacific?     How did a combination of homophobic and anti-communist politics affect the MCS by the early 1950s?  What legacy did the union leave?  The essay must have an introduction with a thesis, topic-based paragraphs, and a conclusion.  The best essays will offer detailed examples.",AI-generated,History,,AI,100,Likely Human,0,100,100
18613,"write a 500 word essay on how messed up usa's insurance system actully is, go in deatails with examples, health insurance car insurance home insurance, still having ti pay almost 1k$ a month still a chance i go to a hostpital an they mught not take my insurance,etc .",AI-generated,Other,,AI,100,Likely Human,0,0,100
13982,"write a 500 word essay on how technology affects interpersonal relationships. make it sound very authentic, as it is being written for an english class by a college student. include pros and cons.",AI-generated,English,,AI,100,Likely Human,31,100,100
11652,"Write a comparative analysis essay discussing the similarities and differences between Pam Warhurst’s and Ron Finley’s approaches to community improvement through food and urban agriculture, based on their TED Talks.",AI-generated,English,,AI,100,Likely AI,87,100,100
19250,Write a One-Pager explaining Moore's Law and why you believe it will or will not continue to prove true in the future.,AI-generated,Technology,,AI,100,Likely Human,20,100,100
2216,"Write a reflection essay (3-4 pages) about your volunteer experience working on a political campaign this semester. Your essay should:  Describe your specific role and responsibilities Connect your experience to concepts discussed in class (voter targeting, campaign communications, etc.) Analyze the effectiveness of the campaign methods you observed or participated in Reflect on how this experience changed your understanding of political campaigns Discuss whether you would volunteer on campaigns in the future","Partly written by me, partly by AI",History,,Mixed,100,Likely Human,35,100,100
16936,Write a villianelle of your choice,AI-generated,English,A,AI,100,Likely Human with AI,60,100,100
21979,Write about your favorite childhood memory.,AI-generated,English,,AI,100,May Have AI,63,100,0
10402,Write an analysis on The Odyssey,AI-generated,English,,AI,100,Likely AI,92,100,0
28980,Write an essay about glassblowing like a college student,AI-generated,History,,AI,100,May Have AI,63,0,100
1372,Write an essay about Lamb to the Slaughter Short story by Roald Dahl,AI-generated,English,,AI,100,Likely AI,81,100,100
8781,Write an essay about Sarah Louisa Forten and her impact as an activist following the rubric provided. Elaborate on already existing paragraphs.,"Partly written by me, partly by AI",History,A,AI,100,Likely AI,90,100,100
13029,Write an essay analyzing the cultural impact and musical evolution of Taylor Swift.,"Partly written by me, partly by AI",Other,,AI,100,Likely AI,100,100,100
18378,Write an essay analyzing the rise of AI,AI-generated,Technology,,AI,100,Likely AI,95,100,70
23526,"Write an essay discussing how modern technology affects human attention span. Consider both positive and negative impacts, and use examples from everyday life to support your argument.",AI-generated,Technology,,AI,100,Likely AI,90,100,100
16500,"Write an essay of about 750 words discussing the impact of Ai on education, do not use em dashes",AI-generated,Technology,,AI,100,May Have AI,63,100,100
24389,Write an essay on your most reflective moment in life and what you learned from this moment?,AI-generated,English,,AI,100,Likely AI,90,100,100
14562,"write me an essay about ""The great Gatsby""",AI-generated,English,,AI,100,Likely AI,75,97.5,100
7473,Write me an essay on stonemasonry like a college student,AI-generated,Other,,AI,100,Likely Human,34,15,100
20240,Writing a midterm paper on Utilitarianism,Entirely written by me,Ethics,A,AI,100,Likely AI,77,31,100
14401,Your role is to generate me a 750 word essay at the undergrad level. The topic is on bipartisan gridlock in Congress.,AI-generated,History,,AI,100,Likely Human,40,100,100
23624,Your role is to generate me an 875 word essay at the undergrad level. The topic is on quantitative easing.,AI-generated,Economics,,AI,100,Likely Human with AI,57,99,100
13029,Write an essay analyzing the cultural impact and musical evolution of Taylor Swift.,"Partly written by me, partly by AI",Other,,AI,100,Likely AI,100,100,100
27740,"Write a reflective analysis explaining the role of public spaces
in modern life. Choose at least two types of public spaces (such as parks,
libraries, transit areas, or community buildings) and discuss how they
contribute to community, well-being, or daily routines.",AI-generated,Other,,AI,100,May Have AI,53,100,100
15634,"Many people argue that technology is reducing our ability to
focus. Using personal experience, observations, and reasoning, write an
essay discussing whether you believe technology has weakened attention
spans, changed our habits, or something else entirely.",AI-generated,Other,,AI,100,Likely AI,70,100,100
